Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV
1,0,0,0,55,1,2,1,0,0,0,0,2,2,0,1,2,1.0648232671875193,1.325336797898802,1,1,82,-0.26314692924671207
0,0,0,0,17,1,2,1,2,2,0,0,2,0,0,1,2,0.9850570111795457,-0.2933266166486683,1,1,66,-1.331641162140473
0,0,0,0,1,1,0,1,0,2,0,0,2,0,0,0,2,0.6493740171459885,-0.9702033631430106,1,1,78,-1.8836401606211897
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,0.9202469281730669,1.8358198281436549,1,1,78,1.0961400379156039
0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,1.156222102196656,-0.5080182171053593,1,1,71,-1.038312444724227
1,1,0,0,8,1,2,1,0,0,2,0,0,0,0,1,2,0.5480044001358552,-0.7487350485859491,1,1,72,-0.4973027065501708
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,0,-1.4893587220678117,-0.9986125847950529,1,1,76,0.38860073970984615
1,0,1,0,23,1,2,1,2,2,2,0,2,0,0,1,2,1.1462513201956595,-0.0421687891763024,1,1,76,0.7926673879085943
0,0,0,0,39,1,0,1,0,0,2,2,0,0,2,1,2,0.5214156481331973,0.4059993749273577,1,1,85,-1.8396831193945475
1,0,1,0,9,1,2,1,0,0,2,0,0,0,0,1,0,0.48485611412954227,-0.7154916237157274,1,1,93,0.11217857661153935
0,0,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,0.4981504901308714,-0.5165608501895399,1,1,65,-1.3417850947312364
0,0,1,0,30,1,2,1,0,0,2,0,2,2,0,1,2,1.1728400721983174,0.3373934224063423,1,1,100,0.22291650739404145
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.15249671409631763,-0.9768034853450003,1,1,91,1.1798274817894032
0,0,0,0,3,1,0,1,0,0,0,2,0,2,0,0,2,0.6992279271509723,-0.8872493188785396,1,1,89,1.048801685825374
1,0,1,0,67,1,2,0,2,0,2,0,2,2,2,1,2,0.4964886931307054,1.3295087814980528,1,1,77,1.5965740457266058
0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,-0.47233895796614456,-0.9851033045689068,1,1,95,-0.8819268172832888
1,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0.5247392421335293,-0.9718589121903324,1,1,91,-0.10760662952167095
0,0,1,0,12,1,2,1,0,2,2,0,0,0,0,1,2,0.6560212051466532,-0.6026273266629758,1,1,84,-0.20820062771340953
0,0,0,0,22,1,0,1,0,2,0,0,0,2,0,1,3,0.6493740171459885,-0.18818821515008516,1,1,85,0.7715341950111703
1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0.09931921009100189,-0.9559214933614479,1,1,71,-1.7762835407022752
0,1,0,0,27,1,2,1,0,0,0,0,0,2,0,1,2,0.6809481601491449,0.0023544432030051707,1,1,80,0.6523429870696985
0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,0.5081212721318681,-0.6406828807640796,1,1,76,-0.558166302094752
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.4876969250676457,-0.9985905108077552,1,1,83,-0.6283285025141999
0,0,0,0,22,1,0,0,2,0,0,0,0,0,0,1,1,-0.5305018529719588,-0.5418355656453194,1,1,100,-1.8007980444632872
0,1,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,0.6743009721484804,-0.9698722533335463,1,1,96,-1.2048420047559285
0,0,1,0,21,1,0,1,0,2,2,2,2,2,0,1,2,1.2642389072074542,-0.075831619805179,1,1,100,-1.079733502803178
0,0,0,0,6,1,0,1,0,0,2,2,2,2,0,1,3,1.1695164781979852,-0.7656437228559291,1,1,87,-0.5733822009808974
1,0,1,0,72,1,2,1,2,2,2,2,2,2,1,1,0,1.7627780072572912,2.8267431919212935,1,1,100,0.026800477305946112
0,1,0,0,54,1,2,1,0,2,0,0,0,0,0,1,2,0.4898415051300408,0.921956754022021,1,1,78,1.0851507776089433
1,0,1,0,3,1,2,1,0,0,0,2,0,0,0,1,0,0.4948268961305394,-0.8962775796832679,1,1,87,0.5373784177077116
1,0,0,0,8,1,0,1,0,0,2,0,2,2,0,1,2,0.9950277931805424,-0.6805926497981838,1,1,94,1.1925073975278577
1,0,0,0,5,1,2,1,0,0,2,0,2,0,0,1,2,0.9219087251732329,-0.8075622247341171,1,1,73,-1.3443210778789274
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.505976692069473,-0.9988333246680291,1,1,84,-1.2978280535045945
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,0.358559542116917,-0.9340020239749073,1,1,77,-0.06787622687451371
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.17410007509847744,-0.9765165235101312,1,1,85,-1.6190525855454403
1,0,1,0,65,1,0,0,2,0,0,2,2,2,2,1,0,0.33363258711442517,1.1205784917260417,1,1,89,0.6819294571260922
0,0,1,0,33,1,2,1,0,2,2,0,2,2,0,1,2,1.3174164112127704,0.4978492360727711,1,1,71,-1.0273231844175663
0,0,0,0,15,1,0,1,2,0,0,0,2,0,0,0,2,0.7125223031523015,-0.4466525324179646,1,1,90,1.207723296414003
0,0,1,1,30,0,1,0,0,0,0,2,2,2,0,0,1,-0.4507355969639848,-0.3180494824220072,1,1,79,0.14176504666793305
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,-1.504314895069307,-0.993491419742004,1,1,82,-1.6198979132613371
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,0.33695618111475767,-0.8653739974665944,1,1,78,-1.9259065464160376
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0.33695618111475767,-0.9424563611098973,1,1,93,-1.963100965915504
0,0,0,0,25,1,2,1,0,2,0,0,2,2,0,1,2,1.1794872601989819,0.046723157671229414,1,1,74,-1.8641976231555595
0,1,0,0,25,1,2,1,2,2,0,0,2,2,0,1,3,1.2642389072074542,0.16700431445598252,1,1,94,0.4807414607426151
1,0,0,0,43,1,2,1,0,0,0,2,2,2,1,1,2,1.1711782751981514,0.8518939183393626,1,1,93,0.30406796812014986
1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,1.1661928841976528,-0.5699578254624923,1,1,69,-0.13296646099857984
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,0,0.9784098231788811,-0.921861330961214,1,1,79,0.7596996069886127
1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,0.6344178441444933,-0.6585848844624527,1,1,71,-0.5725368732650005
0,1,0,0,27,1,2,1,0,0,2,0,0,2,0,0,1,0.7823177771592784,0.08204153734742782,1,1,96,-1.6739988870787428
1,0,0,0,69,1,0,1,0,2,2,2,2,2,1,1,0,1.3057838322116073,2.1986058093801053,1,1,100,-0.12366785612371324
1,0,1,0,22,1,0,1,0,0,2,0,2,2,0,1,1,0.9950277931805424,-0.16203054020240074,1,1,72,1.026823165212053
0,1,1,0,56,1,2,1,0,0,2,0,2,2,0,1,0,1.1927816362003112,1.5037387632381993,1,1,85,0.3404170599037193
0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,0.5247392421335293,1.317014904687598,1,1,94,-0.0002500096027566937
1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,0.46823814412788106,-0.22500762596252205,1,1,65,-1.1169279223026445
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,-0.6750781919864114,-0.9877963310192172,1,1,65,0.40466196631188844
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,0.6693155811479823,0.34668657105864187,1,1,69,-1.644412417022349
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,-1.479387940066815,-0.998480140871267,1,1,89,-1.2183672482102799
1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,0.31867641411292996,-0.9745960866152379,1,1,66,1.0420390640981982
1,0,0,0,1,1,2,0,0,0,2,2,0,0,0,0,3,-0.09012564792793624,-0.9800262874904533,1,1,86,-1.2369644579600132
1,0,1,0,39,1,0,0,2,0,2,2,2,2,1,0,1,0.5064594751317021,0.39778785165264147,1,1,76,-1.4339258157640054
1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,3,1.3074456292117733,-0.7681822313951558,1,1,76,-1.0729708810760024
1,1,1,0,24,0,1,0,2,0,0,0,0,2,0,0,0,-0.8528904710041867,-0.5786108284831609,1,1,89,0.16120758413356318
1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,0.39013368512007346,-0.9357017209968245,1,1,80,1.3049359837421537
1,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,2,-0.5172074769706297,-0.9116631488297118,1,1,73,-0.054350983420162306
1,0,0,0,11,1,2,2,1,1,1,1,1,1,0,0,1,-1.38300371405718,-0.8991692720192567,1,1,65,1.074161517302283
0,0,1,0,4,1,0,1,0,0,0,0,0,2,0,0,2,0.534710024134526,-0.8737621126396915,1,1,73,-1.216676592778486
1,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,3,-0.1549357309344149,-0.9808871729950608,1,1,88,1.0597909461320345
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0.47156173812821356,-0.9725652797838565,1,1,75,-1.9969140745513825
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,-0.6518130339840859,-0.9639343507504855,1,1,81,-1.4381524543434903
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,0.48651791112970877,-0.8994120858795305,1,1,97,-1.650329711033628
1,0,0,0,44,0,1,0,0,2,2,0,2,2,1,1,3,-0.35933676195484804,0.041270882808716325,1,1,100,-1.1405970983477594
0,0,1,0,24,1,0,1,0,2,2,0,2,2,0,1,1,1.1479131171958254,0.0659716745947575,1,1,69,0.34717968163089497
1,0,0,0,18,1,2,1,0,2,0,0,0,0,0,1,2,0.5280628361338618,-0.366435662578399,1,1,95,-0.5175905717316979
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0.21065960910213194,-0.9760308957895835,1,1,98,1.203496657834518
0,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,2,1.3789029002189168,2.0740202250723154,1,1,69,1.32268786577599
0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,-1.461108173064988,-0.5563161013125607,1,1,78,-0.19805669512264595
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,0.9717626351782166,-0.9659210096072717,1,1,67,-0.18960341796367633
0,1,0,0,15,1,2,1,0,2,0,0,0,2,0,0,2,0.8338334841644282,-0.3783335417318183,1,1,99,-1.4643576135362961
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,-0.6235624849812617,-0.9219496269104047,1,1,97,0.7148972380460737
0,0,0,0,9,1,0,0,0,2,0,2,2,0,0,0,3,0.04946530008601819,-0.7334598493759933,1,1,67,0.9422903936223567
0,0,0,0,22,1,2,1,0,0,0,2,2,0,0,1,2,0.8388188751649267,-0.12719778824675013,1,1,95,0.28631608608631365
1,0,0,0,38,1,0,1,0,0,0,0,0,0,1,1,0,0.18905624809997262,0.13936768235935731,1,1,82,0.8763548317823936
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,0,-1.4960059100684764,-0.5428288950737125,1,1,66,1.5762861805450787
1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,2,-0.35933676195484804,-0.9836022734326686,1,1,90,-1.377288858798909
0,1,0,0,8,1,2,1,0,2,2,0,2,2,0,1,2,1.3539759452164248,-0.641190582471925,1,1,72,0.9684955528151625
0,0,0,0,16,1,0,1,0,0,0,0,2,0,0,1,2,0.5396954151350245,-0.42813245707525804,1,1,83,-1.7458517429299847
0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.16745288709781284,-0.9766048194593215,1,1,96,-1.9250612187001408
1,1,0,0,7,1,2,1,0,0,0,0,0,0,0,0,3,0.29873485011093664,-0.7667474222208103,1,1,84,1.0462657026776832
1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,-0.3393951979528547,-0.789307037238982,1,1,79,0.21615388566686575
0,1,0,0,37,1,2,1,0,0,0,0,0,0,0,1,2,0.3818247001192428,0.24706666638446492,1,1,100,1.2330831278909118
0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,1,3,0.9684390411778845,-0.7924856914098399,1,1,92,0.8746641763505997
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,0.1873944510998066,-0.9170492017303322,1,1,67,-1.6139806192500585
0,0,1,0,31,1,2,1,0,2,0,0,0,2,0,1,2,0.8770402061687477,0.31501039928655145,1,1,83,0.6920733897168557
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,0.20567421810163386,-0.9465179747726602,1,1,94,0.8366244291352364
0,0,1,0,37,1,2,1,0,0,2,0,2,2,0,1,2,1.15456030519649,0.6534266985464251,1,1,92,-0.14141973815754946
0,0,0,0,38,1,0,1,2,2,2,0,0,0,0,1,1,0.6360796411446599,0.4201488007851346,1,1,82,-1.896320076359644
0,1,1,0,48,1,2,1,2,2,2,2,2,2,0,0,2,1.7511454282561285,1.3937440845341387,1,1,67,1.2804214799811418
1,0,0,0,10,1,0,1,2,2,2,0,2,2,0,1,2,1.3174164112127704,-0.5299818344664953,1,1,84,0.5365330899918146
1,1,0,0,8,0,1,0,0,0,2,0,0,0,0,1,2,-1.1752790890364146,-0.9094557500999494,1,1,85,1.3277598320713717
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,-0.6684310039857471,-0.974353272754964,1,1,99,0.2153085579509688
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,-1.3132082400502028,-0.9814169486902037,1,1,76,-1.9546476887565345
0,0,0,0,4,1,2,1,0,2,2,0,0,0,0,0,0,0.641065032145158,-0.8601645364643551,1,1,95,0.9735675191105443
1,1,1,0,37,1,2,1,0,0,0,0,2,0,0,1,2,0.6959043331506402,0.3925783906504023,1,1,86,0.2634922377570957
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,0.3303089931140931,-0.9744415687041545,1,1,75,0.2465856834391564
0,0,0,0,5,1,2,1,0,2,0,0,2,0,0,1,2,0.8654076271675846,-0.8063260814454501,1,1,73,0.5830261143661476
0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,1.3755793062185846,0.3843447933883885,1,1,83,0.5323064514123298
0,0,0,0,30,1,0,0,2,2,2,2,2,2,1,0,0,0.684271754149477,0.10970024343135074,1,1,73,-1.7644489526797178
1,1,0,0,36,1,2,1,2,0,0,0,2,0,0,1,2,0.8670694241677506,0.39944340069996326,1,1,92,1.0919133993361192
0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,-0.9642308700153169,-0.9916372048090036,1,1,70,-0.8869987835786706
0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,2,-0.6235624849812617,-0.9272473838618345,1,1,92,0.3353450936083375
1,0,1,0,17,1,0,1,2,0,2,0,2,0,0,1,2,0.8188773111629334,-0.3277841108202594,1,1,96,-1.5691782503075193
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,-1.4943441130683104,-0.9817480584996681,1,1,79,-0.06534024372682282
1,0,1,1,4,1,2,0,0,0,0,0,0,0,0,1,2,-0.4607063789649817,-0.9078222750399253,1,1,69,1.0910680716202221
1,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,0.5396954151350245,-0.856941734318902,1,1,88,-0.6841201317633995
1,0,0,0,26,1,2,1,0,0,2,0,2,2,0,1,2,1.116338974192669,0.10303389926746832,1,1,99,0.50441063678773
1,0,0,0,5,0,1,0,0,2,0,0,2,2,0,1,3,-0.4573827849646494,-0.8723493774526435,1,1,86,0.1941753650535447
0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,0.893658176170409,-0.8461034065557685,1,1,90,-1.9106906475298924
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,0.8670694241677506,-0.967311670807022,1,1,80,0.5796448035025598
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0.15415851109648415,-0.9767814113577026,1,1,84,-1.3130439523907398
0,1,0,0,8,1,0,1,0,0,2,0,2,2,0,1,1,0.9867188081797118,-0.6794227284714097,1,1,83,-0.6122672759121577
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1,-1.4827115340671475,-0.9985242888458623,1,1,70,-0.1042253186580831
1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,1.0282637331838649,1.1190553866025057,1,1,73,-0.09577204149911347
0,0,0,0,26,1,2,1,0,0,0,0,0,0,0,1,0,0.3386179781149237,-0.19732684589130153,1,1,76,-1.239500441107704
0,0,0,0,6,0,1,0,0,0,2,0,2,2,0,1,2,-0.5587524019747828,-0.8727246352367032,1,1,80,-1.8261578759401962
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,2,-0.03860994092278629,-0.9387037832693013,1,1,70,-1.0526830158944753
1,0,0,0,3,0,1,0,0,2,0,2,0,0,0,1,3,-0.9276713360116622,-0.9594312573417703,1,1,91,1.2043419855504152
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,-0.6867107709875744,-0.9879508489303005,1,1,70,1.3142345886170204
1,0,0,0,14,0,1,0,0,0,2,0,2,2,0,1,2,-0.46569176996548,-0.6927554167991746,1,1,82,0.4080432771754763
0,1,1,0,61,1,2,1,0,2,2,0,2,2,1,1,1,1.3174164112127704,1.82025766709883,1,1,84,0.009893922988006858
0,1,1,0,40,0,1,0,0,2,0,0,2,0,0,1,2,-0.8462432830035223,-0.28454116970421395,1,1,99,-1.7788195238499662
0,0,0,0,58,1,0,1,2,2,2,0,2,2,1,1,2,1.3855500882195813,1.7058481909352448,1,1,82,1.2694322196744812
0,0,0,0,18,1,0,1,2,0,0,0,2,2,0,1,2,1.0398963121850275,-0.23893631194732276,1,1,97,0.9980820228715562
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,0,0.3436033691154218,-0.7633038802023809,1,1,96,0.9414450659064597
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,-0.6667692069855808,-0.9660534535310574,1,1,98,0.18403143246278117
1,0,0,0,19,1,0,0,0,0,2,2,0,0,0,1,1,-0.3244390249513595,-0.5454115515875344,1,1,73,0.11725054290692112
1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,0.31867641411292996,-0.6391377016532459,1,1,80,0.5703461986276931
0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,1.327387193213767,0.8180324218248074,1,1,68,-1.715419945157694
0,0,0,0,15,1,2,0,2,0,0,0,0,0,0,1,3,-0.3011738669490337,-0.6101766303187632,1,1,73,0.10034398858898187
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,-1.4926823160681442,-0.9597182191766392,1,1,99,-0.5082919668568313
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.18407085709947407,-0.9763840795863453,1,1,88,1.320997210344196
1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,0,2,0.6909189421501416,-0.63138973211178,1,1,81,-0.899678699317125
1,0,0,0,6,1,0,1,0,0,2,0,2,2,0,0,3,0.9883806051798778,-0.7533705859184501,1,1,100,-0.787250113102829
0,1,1,0,16,1,2,1,0,0,0,0,0,2,0,1,1,0.684271754149477,-0.4003192330802518,1,1,66,1.1570036334601852
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,3,0.4948268961305394,-0.9400061485198612,1,1,100,0.5762634926389718
0,1,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,0.4931650991303729,-0.9213094812787734,1,1,94,-0.06618557144271979
1,1,0,0,19,1,2,1,2,0,0,0,2,0,0,1,2,0.85876043916692,-0.2745637274456879,1,1,87,-1.7137292897259
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,-1.481049737066981,-0.9985022148585647,1,1,98,-1.1321438211887898
1,0,1,0,66,1,2,1,2,0,2,0,2,2,2,1,1,1.3722557122182522,2.074704518678542,1,1,83,1.0158339049053924
0,0,0,0,36,1,2,1,0,2,0,0,2,2,0,1,2,1.1429277261953275,0.588794063738982,1,1,75,-0.17945948537291279
0,0,1,0,39,0,1,0,2,0,2,0,2,2,0,0,2,-0.29452667894836937,-0.043073822655505065,1,1,67,1.0411937363823014
1,0,0,0,21,1,2,1,0,2,0,0,0,0,0,1,2,0.5845639341395097,-0.1894243584387522,1,1,90,-1.266550928016407
1,0,0,0,2,0,1,0,0,2,2,2,0,0,0,1,1,-0.8096837489998675,-0.9733599433265709,1,1,86,-0.6596056280023876
0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,2,0.35191235411625243,-0.8581558036202713,1,1,92,-1.8430644302581354
1,0,0,0,35,1,0,1,0,0,2,0,2,0,1,1,2,0.677624566148813,0.33052841235678115,1,1,81,1.2914107402878023
0,0,1,0,33,1,0,1,0,0,2,0,2,2,1,1,2,0.9651154471775519,0.3719833605017191,1,1,76,0.5745728372071779
1,0,0,0,45,1,0,2,1,1,1,1,1,1,1,1,2,-1.4744025490663168,-0.5966452761053197,1,1,87,0.8433870508624121
1,1,1,0,7,1,2,1,2,2,0,0,0,2,0,1,1,0.9950277931805424,-0.7102600887261905,1,1,75,-0.6841201317633995
1,0,0,0,6,0,1,0,0,2,0,0,0,0,0,1,1,-1.1387195550327598,-0.9152832827465223,1,1,93,0.22545249054173233
1,1,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,0.40675165512173467,-0.9024582961266027,1,1,96,-1.0755068642236931
0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,-1.4843733310673135,-0.9096985639602233,1,1,95,0.08428276198693957
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,0.3502505571160864,-0.9741766808565829,1,1,66,-1.8802588497576016
0,1,1,0,40,1,0,1,0,2,0,2,2,2,1,1,1,1.1445895231954935,0.7859589182813596,1,1,69,0.5897887360933233
1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,0.6892571451499756,0.7771734713369053,1,1,68,-0.6384724351049635
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.9346421696065385,1,1,89,1.0099166108941138
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0.1873944510998066,-0.9763399316117501,1,1,70,-0.13719309957806464
1,0,1,0,7,1,0,0,2,0,0,0,0,0,1,1,2,-0.4989277099688025,-0.8611578658927481,1,1,75,1.0572549629843437
0,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,1,0.3502505571160864,-0.5008441712336316,1,1,99,0.1062612826002606
0,0,1,0,11,1,2,1,0,0,0,0,2,2,0,1,2,0.9717626351782166,-0.531107607818674,1,1,67,-1.9275972018478316
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,0,1.7810577742591183,2.4379540536482422,1,1,91,1.5678329033861091
1,0,0,0,8,0,1,0,2,0,0,0,0,0,0,1,2,-1.140381352032926,-0.9074470172558657,1,1,94,0.12570382006589076
0,0,1,0,44,1,2,1,0,0,0,0,2,2,0,1,2,1.0415581091851935,0.9192416535844135,1,1,87,1.0192152157689802
1,1,1,0,24,1,2,1,0,2,2,0,2,2,0,1,2,1.3124310202122718,0.06709744794693641,1,1,80,-1.941122445302183
1,1,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,0.5131066631323666,-0.4700288849661485,1,1,76,0.4714428558677485
0,0,1,0,17,1,2,1,2,0,2,0,2,2,0,1,2,1.3107692232121058,-0.23770016865865584,1,1,79,-1.7204919114530757
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.16246749609731476,-0.9766710414212145,1,1,78,1.2204032121524575
1,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,0.53304822713436,-0.6926008988880913,1,1,90,-0.43136714471020765
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,3,0.5164302571326987,-0.7748927235336335,1,1,75,-0.38149280947228686
1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,2,0.642726829145324,0.32655509464320887,1,1,79,-1.194698072165165
1,0,0,0,3,1,0,0,0,0,0,2,2,2,0,1,2,0.15249671409631763,-0.9229429563387977,1,1,98,-0.7441383995920838
0,1,1,0,34,1,2,1,0,2,0,0,0,0,0,1,3,0.4931650991303729,0.19265428769582177,1,1,66,-0.355287650279481
0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,-0.9409657120129912,-0.991328168986837,1,1,96,0.7630809178522006
1,0,0,0,22,1,0,1,0,2,2,0,2,0,0,1,2,0.8188773111629334,-0.123798394202916,1,1,99,0.8772001594982906
0,1,1,0,47,1,2,1,2,0,0,0,0,0,0,0,2,0.5180920541328647,0.681615180325491,1,1,95,1.2804214799811418
0,1,1,0,24,0,1,0,0,0,2,0,0,2,0,1,1,-0.801374763999037,-0.5953870588293552,1,1,85,-0.4710975473573649
1,0,1,0,53,0,1,0,0,2,2,2,2,2,1,1,2,-0.143303151933252,0.39836177532237976,1,1,98,1.0564096352684467
0,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,2,0.6693155811479823,-0.6697101740604552,1,1,85,-1.4745015461270596
0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,1,0,0.2920876621102721,-0.9432289506653141,1,1,97,1.1823634649370942
0,0,1,0,8,1,0,2,1,1,1,1,1,1,0,0,0,-1.4827115340671475,-0.9384388954217298,1,1,98,0.32520116101757396
0,0,1,0,48,0,1,0,0,2,2,0,0,0,1,0,3,-0.9991286070188055,-0.29906585334605057,1,1,90,1.3480476972528987
0,1,1,0,43,1,2,1,0,0,2,2,2,2,1,1,2,1.422109622223236,0.9942049144471443,1,1,93,0.019192527862873447
1,1,1,0,16,1,2,1,0,0,2,0,2,2,0,1,2,1.1296333501939984,-0.3065489350399451,1,1,87,-0.8523403472268951
0,0,1,0,8,1,0,1,0,2,2,0,2,2,0,0,2,1.2093996062019723,-0.6352968278634593,1,1,76,-1.3950407408327452
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,2,0.7956121531606076,-0.2297756072188088,1,1,86,-0.24116840863339106
0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,0.4981504901308714,-0.9347966875176218,1,1,98,0.6523429870696985
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,3,0.9900424021800438,0.19543561009532226,1,1,89,0.05385096421464892
0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,0.142525932095321,-0.8668088066409398,1,1,74,-0.8726282124084221
1,0,1,0,52,1,2,1,0,0,2,2,0,2,2,1,0,1.0465435001856922,1.1956741965125588,1,1,97,0.2964600186770772
1,1,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,1.2077378092018058,0.6455021371065781,1,1,87,0.02003785557877041
1,0,0,0,69,1,2,1,0,2,0,2,2,2,1,1,0,1.327387193213767,2.180218177961185,1,1,71,1.6481390363963206
1,0,0,1,40,1,0,0,2,2,0,0,0,0,0,1,3,-0.3161300399505289,-0.06300663318525958,1,1,65,-1.3443210778789274
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,0.8421424691652587,-0.7772767141617769,1,1,71,1.0614816015638284
1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,-0.3659839499555126,-0.739000420187697,1,1,99,-0.8396604314884406
0,0,0,0,6,1,0,1,0,0,0,0,2,2,0,0,2,0.8155537171626008,-0.7524214044646523,1,1,100,1.183208792652991
